Outer_Fold,FS_method,Classifier,Best_k,Selected_Features
1,ReliefF,LightGBM,90,"wavelet-HLL_glcm_Idmn,wavelet-HHH_glcm_Idmn,wavelet-HHH_glcm_DifferenceVariance,wavelet-HLH_glcm_SumEntropy,log-sigma-1-0-mm-3D_glcm_Correlation,wavelet-LLL_glcm_SumAverage,wavelet-LHL_glcm_MCC,wavelet-LLH_glcm_Idmn,log-sigma-1-0-mm-3D_gldm_DependenceEntropy,wavelet-LHH_glcm_JointEntropy,wavelet-LHH_glcm_SumEntropy,wavelet-LHL_firstorder_Uniformity,wavelet-LHH_gldm_LowGrayLevelEmphasis,original_glszm_HighGrayLevelZoneEmphasis,wavelet-HHL_glszm_HighGrayLevelZoneEmphasis,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-LHL_glcm_Idmn,wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,wavelet-LHL_gldm_LargeDependenceEmphasis,wavelet-LHH_gldm_GrayLevelVariance,log-sigma-1-0-mm-3D_glcm_Idn,wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,wavelet-HHL_glrlm_RunEntropy,wavelet-HHH_gldm_DependenceNonUniformityNormalized,wavelet-HLH_glcm_Idmn,wavelet-LHL_glcm_Imc2,log-sigma-1-0-mm-3D_firstorder_Uniformity,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_glcm_ClusterTendency,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HLH_firstorder_Entropy,wavelet-HHL_glrlm_GrayLevelNonUniformityNormalized,wavelet-LHH_firstorder_Uniformity,wavelet-LHH_glrlm_ShortRunEmphasis,original_glcm_Idn,original_glrlm_RunPercentage,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,log-sigma-2-0-mm-3D_firstorder_Variance,wavelet-HHH_glcm_SumAverage,wavelet-LHH_glrlm_RunLengthNonUniformityNormalized,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_glrlm_LongRunEmphasis,wavelet-LHH_glszm_ZoneEntropy,wavelet-HHH_glrlm_RunEntropy,wavelet-HLL_glcm_DifferenceAverage,wavelet-LHL_glcm_Contrast,log-sigma-1-0-mm-3D_glszm_ZoneEntropy,wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,wavelet-LLH_firstorder_Uniformity,wavelet-HLH_glrlm_ShortRunEmphasis,wavelet-LHH_glcm_MaximumProbability,wavelet-HHL_glcm_JointEntropy,log-sigma-2-0-mm-3D_firstorder_MeanAbsoluteDeviation,wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,wavelet-HLH_firstorder_Uniformity,wavelet-HHL_firstorder_Entropy,original_shape_Maximum3DDiameter,wavelet-HHH_glrlm_GrayLevelVariance,log-sigma-2-0-mm-3D_glszm_ZoneEntropy,log-sigma-1-0-mm-3D_glcm_SumSquares,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glcm_Idmn,wavelet-HLL_glcm_Imc2,wavelet-HLH_glcm_JointAverage,log-sigma-2-0-mm-3D_glrlm_ShortRunEmphasis,wavelet-HHL_glrlm_RunLengthNonUniformityNormalized,wavelet-LHH_glcm_Idn,wavelet-HLL_glcm_MCC,log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,log-sigma-3-0-mm-3D_glcm_Idn,log-sigma-1-0-mm-3D_glrlm_RunEntropy,wavelet-HHL_glcm_Autocorrelation,log-sigma-2-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,log-sigma-3-0-mm-3D_glcm_Imc1,wavelet-HLH_glrlm_GrayLevelVariance,log-sigma-1-0-mm-3D_glcm_JointAverage,wavelet-LLL_glcm_DifferenceAverage,wavelet-LHL_glrlm_RunPercentage,wavelet-HHL_glcm_DifferenceAverage,wavelet-LHH_glrlm_RunEntropy,wavelet-LLL_gldm_LargeDependenceEmphasis,wavelet-HLL_glcm_InverseVariance,wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,wavelet-HHL_glrlm_RunVariance,wavelet-LLL_glrlm_LongRunLowGrayLevelEmphasis,wavelet-LLL_glrlm_RunEntropy,wavelet-LHH_gldm_GrayLevelNonUniformity,wavelet-LHL_gldm_DependenceEntropy"
1,ReliefF,Soft Voting Ensemble,90,"wavelet-HLL_glcm_Idmn,wavelet-HHH_glcm_Idmn,wavelet-HHH_glcm_DifferenceVariance,wavelet-HLH_glcm_SumEntropy,log-sigma-1-0-mm-3D_glcm_Correlation,wavelet-LLL_glcm_SumAverage,wavelet-LHL_glcm_MCC,wavelet-LLH_glcm_Idmn,log-sigma-1-0-mm-3D_gldm_DependenceEntropy,wavelet-LHH_glcm_JointEntropy,wavelet-LHH_glcm_SumEntropy,wavelet-LHL_firstorder_Uniformity,wavelet-LHH_gldm_LowGrayLevelEmphasis,original_glszm_HighGrayLevelZoneEmphasis,wavelet-HHL_glszm_HighGrayLevelZoneEmphasis,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-LHL_glcm_Idmn,wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,wavelet-LHL_gldm_LargeDependenceEmphasis,wavelet-LHH_gldm_GrayLevelVariance,log-sigma-1-0-mm-3D_glcm_Idn,wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,wavelet-HHL_glrlm_RunEntropy,wavelet-HHH_gldm_DependenceNonUniformityNormalized,wavelet-HLH_glcm_Idmn,wavelet-LHL_glcm_Imc2,log-sigma-1-0-mm-3D_firstorder_Uniformity,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_glcm_ClusterTendency,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HLH_firstorder_Entropy,wavelet-HHL_glrlm_GrayLevelNonUniformityNormalized,wavelet-LHH_firstorder_Uniformity,wavelet-LHH_glrlm_ShortRunEmphasis,original_glcm_Idn,original_glrlm_RunPercentage,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,log-sigma-2-0-mm-3D_firstorder_Variance,wavelet-HHH_glcm_SumAverage,wavelet-LHH_glrlm_RunLengthNonUniformityNormalized,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_glrlm_LongRunEmphasis,wavelet-LHH_glszm_ZoneEntropy,wavelet-HHH_glrlm_RunEntropy,wavelet-HLL_glcm_DifferenceAverage,wavelet-LHL_glcm_Contrast,log-sigma-1-0-mm-3D_glszm_ZoneEntropy,wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,wavelet-LLH_firstorder_Uniformity,wavelet-HLH_glrlm_ShortRunEmphasis,wavelet-LHH_glcm_MaximumProbability,wavelet-HHL_glcm_JointEntropy,log-sigma-2-0-mm-3D_firstorder_MeanAbsoluteDeviation,wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,wavelet-HLH_firstorder_Uniformity,wavelet-HHL_firstorder_Entropy,original_shape_Maximum3DDiameter,wavelet-HHH_glrlm_GrayLevelVariance,log-sigma-2-0-mm-3D_glszm_ZoneEntropy,log-sigma-1-0-mm-3D_glcm_SumSquares,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glcm_Idmn,wavelet-HLL_glcm_Imc2,wavelet-HLH_glcm_JointAverage,log-sigma-2-0-mm-3D_glrlm_ShortRunEmphasis,wavelet-HHL_glrlm_RunLengthNonUniformityNormalized,wavelet-LHH_glcm_Idn,wavelet-HLL_glcm_MCC,log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,log-sigma-3-0-mm-3D_glcm_Idn,log-sigma-1-0-mm-3D_glrlm_RunEntropy,wavelet-HHL_glcm_Autocorrelation,log-sigma-2-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,log-sigma-3-0-mm-3D_glcm_Imc1,wavelet-HLH_glrlm_GrayLevelVariance,log-sigma-1-0-mm-3D_glcm_JointAverage,wavelet-LLL_glcm_DifferenceAverage,wavelet-LHL_glrlm_RunPercentage,wavelet-HHL_glcm_DifferenceAverage,wavelet-LHH_glrlm_RunEntropy,wavelet-LLL_gldm_LargeDependenceEmphasis,wavelet-HLL_glcm_InverseVariance,wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,wavelet-HHL_glrlm_RunVariance,wavelet-LLL_glrlm_LongRunLowGrayLevelEmphasis,wavelet-LLL_glrlm_RunEntropy,wavelet-LHH_gldm_GrayLevelNonUniformity,wavelet-LHL_gldm_DependenceEntropy"
2,LASSO,Random Forest,10,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage"
2,LASSO,SVM (RBF),10,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage"
2,LASSO,Logistic Regression,10,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage"
2,LASSO,XGBoost,10,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage"
2,LASSO,LightGBM,10,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage"
2,LASSO,Soft Voting Ensemble,10,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage"
2,LASSO,Random Forest,30,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZonePercentage,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_firstorder_Skewness,wavelet-LLH_firstorder_Uniformity,wavelet-LLH_firstorder_Variance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage"
2,LASSO,SVM (RBF),30,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZonePercentage,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_firstorder_Skewness,wavelet-LLH_firstorder_Uniformity,wavelet-LLH_firstorder_Variance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage"
2,LASSO,Logistic Regression,30,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZonePercentage,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_firstorder_Skewness,wavelet-LLH_firstorder_Uniformity,wavelet-LLH_firstorder_Variance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage"
2,LASSO,XGBoost,30,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZonePercentage,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_firstorder_Skewness,wavelet-LLH_firstorder_Uniformity,wavelet-LLH_firstorder_Variance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage"
2,LASSO,LightGBM,30,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZonePercentage,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_firstorder_Skewness,wavelet-LLH_firstorder_Uniformity,wavelet-LLH_firstorder_Variance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage"
2,LASSO,Stacking Ensemble,30,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZonePercentage,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_firstorder_Skewness,wavelet-LLH_firstorder_Uniformity,wavelet-LLH_firstorder_Variance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage"
2,LASSO,Soft Voting Ensemble,30,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZonePercentage,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_firstorder_Skewness,wavelet-LLH_firstorder_Uniformity,wavelet-LLH_firstorder_Variance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage"
2,LASSO,Random Forest,50,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZonePercentage,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_firstorder_Skewness,wavelet-LLH_firstorder_Uniformity,wavelet-LLH_firstorder_Variance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,wavelet-LLH_glrlm_ShortRunEmphasis,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LLH_ngtdm_Strength,wavelet-LHL_firstorder_InterquartileRange,wavelet-LHL_firstorder_Kurtosis,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_DifferenceAverage,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc1,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_JointAverage,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelVariance"
2,LASSO,SVM (RBF),50,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZonePercentage,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_firstorder_Skewness,wavelet-LLH_firstorder_Uniformity,wavelet-LLH_firstorder_Variance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,wavelet-LLH_glrlm_ShortRunEmphasis,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LLH_ngtdm_Strength,wavelet-LHL_firstorder_InterquartileRange,wavelet-LHL_firstorder_Kurtosis,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_DifferenceAverage,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc1,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_JointAverage,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelVariance"
2,LASSO,Logistic Regression,50,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZonePercentage,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_firstorder_Skewness,wavelet-LLH_firstorder_Uniformity,wavelet-LLH_firstorder_Variance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,wavelet-LLH_glrlm_ShortRunEmphasis,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LLH_ngtdm_Strength,wavelet-LHL_firstorder_InterquartileRange,wavelet-LHL_firstorder_Kurtosis,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_DifferenceAverage,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc1,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_JointAverage,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelVariance"
2,LASSO,XGBoost,50,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZonePercentage,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_firstorder_Skewness,wavelet-LLH_firstorder_Uniformity,wavelet-LLH_firstorder_Variance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,wavelet-LLH_glrlm_ShortRunEmphasis,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LLH_ngtdm_Strength,wavelet-LHL_firstorder_InterquartileRange,wavelet-LHL_firstorder_Kurtosis,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_DifferenceAverage,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc1,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_JointAverage,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelVariance"
2,LASSO,LightGBM,50,"original_shape_Elongation,original_shape_Flatness,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_90Percentile,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_glcm_Id,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZonePercentage,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_firstorder_Skewness,wavelet-LLH_firstorder_Uniformity,wavelet-LLH_firstorder_Variance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,wavelet-LLH_glrlm_ShortRunEmphasis,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LLH_ngtdm_Strength,wavelet-LHL_firstorder_InterquartileRange,wavelet-LHL_firstorder_Kurtosis,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_DifferenceAverage,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc1,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_JointAverage,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelVariance"
