Outer_Fold,FS_method,Classifier,Best_k,Selected_Features
2,Boruta,Random Forest,10,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis"
2,Boruta,SVM (RBF),10,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis"
2,Boruta,Logistic Regression,10,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis"
2,Boruta,XGBoost,10,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis"
2,Boruta,LightGBM,10,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis"
2,Boruta,Stacking Ensemble,10,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis"
2,Boruta,Soft Voting Ensemble,10,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis"
2,Boruta,Random Forest,30,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Id,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_MCC"
2,Boruta,SVM (RBF),30,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Id,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_MCC"
2,Boruta,Logistic Regression,30,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Id,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_MCC"
2,Boruta,XGBoost,30,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Id,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_MCC"
2,Boruta,LightGBM,30,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Id,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_MCC"
2,Boruta,Stacking Ensemble,30,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Id,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_MCC"
2,Boruta,Soft Voting Ensemble,30,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Id,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_MCC"
2,Boruta,Random Forest,50,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Id,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelVariance,wavelet-LHL_glrlm_RunPercentage,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_ZoneEntropy,wavelet-LHL_glszm_ZonePercentage,wavelet-LHL_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceVariance,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_firstorder_Entropy,wavelet-LHH_firstorder_Median,wavelet-LHH_firstorder_RootMeanSquared,wavelet-LHH_firstorder_Uniformity,wavelet-LHH_glcm_Correlation,wavelet-LHH_glcm_DifferenceVariance,wavelet-LHH_glcm_Idn,wavelet-LHH_glcm_Imc1,wavelet-LHH_glcm_JointEntropy,wavelet-LHH_glcm_SumAverage,wavelet-LHH_glcm_SumSquares,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized"
2,Boruta,SVM (RBF),50,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Id,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelVariance,wavelet-LHL_glrlm_RunPercentage,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_ZoneEntropy,wavelet-LHL_glszm_ZonePercentage,wavelet-LHL_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceVariance,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_firstorder_Entropy,wavelet-LHH_firstorder_Median,wavelet-LHH_firstorder_RootMeanSquared,wavelet-LHH_firstorder_Uniformity,wavelet-LHH_glcm_Correlation,wavelet-LHH_glcm_DifferenceVariance,wavelet-LHH_glcm_Idn,wavelet-LHH_glcm_Imc1,wavelet-LHH_glcm_JointEntropy,wavelet-LHH_glcm_SumAverage,wavelet-LHH_glcm_SumSquares,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized"
2,Boruta,Logistic Regression,50,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Id,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelVariance,wavelet-LHL_glrlm_RunPercentage,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_ZoneEntropy,wavelet-LHL_glszm_ZonePercentage,wavelet-LHL_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceVariance,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_firstorder_Entropy,wavelet-LHH_firstorder_Median,wavelet-LHH_firstorder_RootMeanSquared,wavelet-LHH_firstorder_Uniformity,wavelet-LHH_glcm_Correlation,wavelet-LHH_glcm_DifferenceVariance,wavelet-LHH_glcm_Idn,wavelet-LHH_glcm_Imc1,wavelet-LHH_glcm_JointEntropy,wavelet-LHH_glcm_SumAverage,wavelet-LHH_glcm_SumSquares,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized"
2,Boruta,XGBoost,50,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Id,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelVariance,wavelet-LHL_glrlm_RunPercentage,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_ZoneEntropy,wavelet-LHL_glszm_ZonePercentage,wavelet-LHL_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceVariance,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_firstorder_Entropy,wavelet-LHH_firstorder_Median,wavelet-LHH_firstorder_RootMeanSquared,wavelet-LHH_firstorder_Uniformity,wavelet-LHH_glcm_Correlation,wavelet-LHH_glcm_DifferenceVariance,wavelet-LHH_glcm_Idn,wavelet-LHH_glcm_Imc1,wavelet-LHH_glcm_JointEntropy,wavelet-LHH_glcm_SumAverage,wavelet-LHH_glcm_SumSquares,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized"
2,Boruta,LightGBM,50,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Id,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelVariance,wavelet-LHL_glrlm_RunPercentage,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_ZoneEntropy,wavelet-LHL_glszm_ZonePercentage,wavelet-LHL_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceVariance,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_firstorder_Entropy,wavelet-LHH_firstorder_Median,wavelet-LHH_firstorder_RootMeanSquared,wavelet-LHH_firstorder_Uniformity,wavelet-LHH_glcm_Correlation,wavelet-LHH_glcm_DifferenceVariance,wavelet-LHH_glcm_Idn,wavelet-LHH_glcm_Imc1,wavelet-LHH_glcm_JointEntropy,wavelet-LHH_glcm_SumAverage,wavelet-LHH_glcm_SumSquares,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized"
2,Boruta,Stacking Ensemble,50,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Id,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelVariance,wavelet-LHL_glrlm_RunPercentage,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_ZoneEntropy,wavelet-LHL_glszm_ZonePercentage,wavelet-LHL_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceVariance,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_firstorder_Entropy,wavelet-LHH_firstorder_Median,wavelet-LHH_firstorder_RootMeanSquared,wavelet-LHH_firstorder_Uniformity,wavelet-LHH_glcm_Correlation,wavelet-LHH_glcm_DifferenceVariance,wavelet-LHH_glcm_Idn,wavelet-LHH_glcm_Imc1,wavelet-LHH_glcm_JointEntropy,wavelet-LHH_glcm_SumAverage,wavelet-LHH_glcm_SumSquares,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized"
2,Boruta,Soft Voting Ensemble,50,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Id,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelVariance,wavelet-LHL_glrlm_RunPercentage,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_ZoneEntropy,wavelet-LHL_glszm_ZonePercentage,wavelet-LHL_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceVariance,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_firstorder_Entropy,wavelet-LHH_firstorder_Median,wavelet-LHH_firstorder_RootMeanSquared,wavelet-LHH_firstorder_Uniformity,wavelet-LHH_glcm_Correlation,wavelet-LHH_glcm_DifferenceVariance,wavelet-LHH_glcm_Idn,wavelet-LHH_glcm_Imc1,wavelet-LHH_glcm_JointEntropy,wavelet-LHH_glcm_SumAverage,wavelet-LHH_glcm_SumSquares,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized"
2,Boruta,Random Forest,70,"original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_firstorder_Median,original_glcm_Id,original_glcm_Idn,original_glcm_JointAverage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glszm_GrayLevelVariance,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_Id,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Idmn,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelVariance,wavelet-LHL_glrlm_RunPercentage,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_ZoneEntropy,wavelet-LHL_glszm_ZonePercentage,wavelet-LHL_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceVariance,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_firstorder_Entropy,wavelet-LHH_firstorder_Median,wavelet-LHH_firstorder_RootMeanSquared,wavelet-LHH_firstorder_Uniformity,wavelet-LHH_glcm_Correlation,wavelet-LHH_glcm_DifferenceVariance,wavelet-LHH_glcm_Idn,wavelet-LHH_glcm_Imc1,wavelet-LHH_glcm_JointEntropy,wavelet-LHH_glcm_SumAverage,wavelet-LHH_glcm_SumSquares,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,wavelet-LHH_glrlm_GrayLevelVariance,wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis,wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-LHH_glrlm_ShortRunEmphasis,wavelet-LHH_glszm_ZoneEntropy,wavelet-LHH_glszm_ZonePercentage,wavelet-LHH_gldm_DependenceEntropy,wavelet-LHH_gldm_GrayLevelVariance,wavelet-LHH_gldm_LowGrayLevelEmphasis,wavelet-LHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LHH_ngtdm_Coarseness,wavelet-LHH_ngtdm_Strength,wavelet-HLL_firstorder_RootMeanSquared,wavelet-HLL_glcm_DifferenceVariance,wavelet-HLL_glcm_Idm,wavelet-HLL_glcm_Idmn,wavelet-HLL_glcm_Imc1,wavelet-HLL_glcm_JointAverage"
