FS_method,Classifier,Accuracy,Precision,Recall,F1_score,AUC,Best_params,Outer_Fold,Top_k
mRMR,LightGBM,0.797716150081566,0.7982899171251349,0.797716150081566,0.7969620741913376,1.0,"{'num_leaves': 63, 'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.1}",1,30
mRMR,Soft Voting Ensemble,0.8189233278955954,0.8307888696501634,0.8189233278955954,0.8156724590011678,0.9998716879450823,"{'weights': (1, 2)}",1,30
mRMR,Random Forest,0.8272,0.8367568435362407,0.8272,0.8250546478873239,1.0,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20}",1,50
mRMR,SVM (RBF),0.6528,0.653925337920865,0.6528,0.6529867484228887,1.0,"{'pca__n_components': 0.85, 'clf__gamma': 'scale', 'clf__C': 50}",1,50
mRMR,Logistic Regression,0.4704,0.47164927803379414,0.4704,0.4706766802994256,0.6349362723970198,{'clf__C': 10},1,50
mRMR,XGBoost,0.816,0.8195144625489452,0.816,0.8148367484835698,1.0,"{'subsample': 0.7, 'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.7}",1,50
mRMR,LightGBM,0.8176,0.8188421486056523,0.8176,0.8170017451574975,1.0,"{'num_leaves': 63, 'n_estimators': 800, 'max_depth': 10, 'learning_rate': 0.1}",1,50
mRMR,Stacking Ensemble,0.8224,0.8337376310409327,0.8224,0.8198510842428601,0.984576072901915,"{'final_estimator__n_estimators': 100, 'final_estimator__max_depth': 2, 'final_estimator__learning_rate': 0.03}",1,50
mRMR,Soft Voting Ensemble,0.816,0.8287187527371465,0.816,0.8130553368483638,0.9999897379061223,"{'weights': (1, 2)}",1,50
mRMR,Random Forest,0.8256735340729001,0.8385215148555116,0.8256735340729001,0.8231884607424631,1.0,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10}",1,70
mRMR,SVM (RBF),0.6006339144215531,0.6009825049628686,0.6006339144215531,0.5966660548271313,0.9343413004989538,"{'pca__n_components': 0.95, 'clf__gamma': 0.01, 'clf__C': 1}",1,70
mRMR,Logistic Regression,0.48811410459587956,0.48829057431813,0.48811410459587956,0.48819131969168894,0.6698656043779173,{'clf__C': 100},1,70
mRMR,XGBoost,0.7892234548335975,0.7923746822454065,0.7892234548335975,0.7880375192488097,1.0,"{'subsample': 1.0, 'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",1,70
mRMR,LightGBM,0.7955625990491284,0.7988308737743379,0.7955625990491284,0.7944123306999734,1.0,"{'num_leaves': 63, 'n_estimators': 800, 'max_depth': 10, 'learning_rate': 0.1}",1,70
mRMR,Stacking Ensemble,0.8098256735340729,0.8254754871768744,0.8098256735340729,0.8064829029011145,0.9581271125060358,"{'final_estimator__n_estimators': 100, 'final_estimator__max_depth': 2, 'final_estimator__learning_rate': 0.03}",1,70
mRMR,Soft Voting Ensemble,0.8177496038034865,0.8266429696849311,0.8177496038034865,0.8157554694888417,1.0,"{'weights': (1, 1)}",1,70
mRMR,Random Forest,0.8114104595879557,0.8248248967380644,0.8114104595879557,0.8084950311583392,1.0,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20}",1,90
mRMR,SVM (RBF),0.4849445324881141,0.48569255252451754,0.4849445324881141,0.4851127409053581,0.3210707387735393,"{'pca__n_components': 0.85, 'clf__gamma': 0.0001, 'clf__C': 50}",1,90
mRMR,Logistic Regression,0.5007923930269413,0.5008501389775922,0.5007923930269413,0.5008200098299082,0.6963524062449702,{'clf__C': 10},1,90
mRMR,XGBoost,0.8193343898573693,0.8259595879556259,0.8193343898573693,0.8177681800502721,1.0,"{'subsample': 0.7, 'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",1,90
mRMR,LightGBM,0.8098256735340729,0.8135776777767095,0.8098256735340729,0.8087080787446297,1.0,"{'num_leaves': 63, 'n_estimators': 800, 'max_depth': 10, 'learning_rate': 0.1}",1,90
mRMR,Stacking Ensemble,0.8145800316957211,0.8281729944567958,0.8145800316957211,0.8117136020632408,0.9856751971672302,"{'final_estimator__n_estimators': 300, 'final_estimator__max_depth': 2, 'final_estimator__learning_rate': 0.03}",1,90
mRMR,Soft Voting Ensemble,0.8145800316957211,0.8233515204352563,0.8145800316957211,0.8125512167842996,1.0,"{'weights': (1, 1)}",1,90
ReliefF,Random Forest,0.7710843373493976,0.77548362607947,0.7710843373493976,0.7704600162301586,0.999945553044946,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 10}",1,10
ReliefF,SVM (RBF),0.7364457831325302,0.7365120587048817,0.7364457831325302,0.7363434807704379,0.9841287126017477,"{'pca__n_components': 0.95, 'clf__gamma': 0.1, 'clf__C': 50}",1,10
ReliefF,Logistic Regression,0.5060240963855421,0.5073639370703199,0.5060240963855421,0.5035673331036725,0.5710215156217389,{'clf__C': 10},1,10
ReliefF,XGBoost,0.7620481927710844,0.7642247645031103,0.7620481927710844,0.7617759836637343,1.0,"{'subsample': 0.7, 'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.03, 'colsample_bytree': 0.8}",1,10
ReliefF,LightGBM,0.7590361445783133,0.7611950331065819,0.7590361445783133,0.7587604897860601,1.0,"{'num_leaves': 127, 'n_estimators': 300, 'max_depth': 10, 'learning_rate': 0.05}",1,10
ReliefF,Stacking Ensemble,0.7168674698795181,0.7216951607319246,0.7168674698795181,0.7158008923775173,0.9163513280519788,"{'final_estimator__n_estimators': 200, 'final_estimator__max_depth': 2, 'final_estimator__learning_rate': 0.03}",1,10
ReliefF,Soft Voting Ensemble,0.7635542168674698,0.7639616530521111,0.7635542168674698,0.763548317722289,0.9999183295674189,"{'weights': (1, 1)}",1,10
ReliefF,Random Forest,0.8014388489208633,0.8088546762589928,0.8014388489208633,0.801300712560542,1.0,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10}",1,30
ReliefF,SVM (RBF),0.5956834532374101,0.5956153467170899,0.5956834532374101,0.5956481682362069,0.9520135287860658,"{'pca__n_components': 0.85, 'clf__gamma': 0.01, 'clf__C': 10}",1,30
ReliefF,Logistic Regression,0.5064748201438849,0.5087768425351175,0.5064748201438849,0.506861194031919,0.6080890174178966,{'clf__C': 10},1,30
ReliefF,XGBoost,0.8,0.8030758012661164,0.8,0.8001441348903767,1.0,"{'subsample': 1.0, 'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.03, 'colsample_bytree': 1.0}",1,30
ReliefF,LightGBM,0.8014388489208633,0.8036859242480792,0.8014388489208633,0.8016066693229885,1.0,"{'num_leaves': 31, 'n_estimators': 300, 'max_depth': -1, 'learning_rate': 0.1}",1,30
ReliefF,Stacking Ensemble,0.7913669064748201,0.7964325236208464,0.7913669064748201,0.791400597310819,0.9960693391836193,"{'final_estimator__n_estimators': 100, 'final_estimator__max_depth': 3, 'final_estimator__learning_rate': 0.03}",1,30
ReliefF,Soft Voting Ensemble,0.7956834532374101,0.7955833914711832,0.7956834532374101,0.7956069938228213,1.0,"{'weights': (1, 1)}",1,30
ReliefF,Random Forest,0.8054662379421221,0.818409262133904,0.8054662379421221,0.8020443323040268,1.0,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': None}",1,50
ReliefF,SVM (RBF),0.6832797427652733,0.6831390925508444,0.6832797427652733,0.6831935121132994,1.0,"{'pca__n_components': 0.9, 'clf__gamma': 'scale', 'clf__C': 50}",1,50
ReliefF,Logistic Regression,0.5241157556270096,0.5238035626519592,0.5241157556270096,0.5239380339883961,0.6522572953921112,{'clf__C': 100},1,50
ReliefF,XGBoost,0.8022508038585209,0.8050081103277884,0.8022508038585209,0.8010381262216487,1.0,"{'subsample': 1.0, 'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",1,50
ReliefF,LightGBM,0.8038585209003215,0.806845461040141,0.8038585209003215,0.8026024272969207,1.0,"{'num_leaves': 127, 'n_estimators': 500, 'max_depth': -1, 'learning_rate': 0.03}",1,50
ReliefF,Stacking Ensemble,0.7909967845659164,0.7970628202836398,0.7909967845659164,0.7887426989617504,1.0,"{'final_estimator__n_estimators': 300, 'final_estimator__max_depth': 4, 'final_estimator__learning_rate': 0.1}",1,50
ReliefF,Soft Voting Ensemble,0.797427652733119,0.8103078930990542,0.797427652733119,0.793772703301955,1.0,"{'weights': (1, 1)}",1,50
ReliefF,Random Forest,0.8296178343949044,0.8422089806035103,0.8296178343949044,0.8271458440554729,1.0,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20}",1,70
ReliefF,SVM (RBF),0.5477707006369427,0.5472199267899451,0.5477707006369427,0.5473565375290109,0.727777947108009,"{'pca__n_components': 0.9, 'clf__gamma': 0.001, 'clf__C': 10}",1,70
ReliefF,Logistic Regression,0.5286624203821656,0.5291783277300135,0.5286624203821656,0.5288346596641657,0.6805043331606164,{'clf__C': 0.01},1,70
ReliefF,XGBoost,0.821656050955414,0.8295949034866926,0.821656050955414,0.8197931535633851,1.0,"{'subsample': 0.8, 'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.03, 'colsample_bytree': 0.7}",1,70
ReliefF,LightGBM,0.8136942675159236,0.8181677113733677,0.8136942675159236,0.8123816529732037,1.0,"{'num_leaves': 127, 'n_estimators': 300, 'max_depth': 10, 'learning_rate': 0.05}",1,70
ReliefF,Soft Voting Ensemble,0.8312101910828026,0.838801175705699,0.8312101910828026,0.8295596813818049,1.0,"{'weights': (1, 1)}",1,70
ReliefF,Random Forest,0.8279569892473119,0.8393613554903877,0.8279569892473119,0.8264079825478579,1.0,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20}",1,90
ReliefF,SVM (RBF),0.5345622119815668,0.534544408554442,0.5345622119815668,0.5341884555475331,0.5722146713482087,"{'pca__n_components': 0.9, 'clf__gamma': 0.0001, 'clf__C': 50}",1,90
ReliefF,Logistic Regression,0.5207373271889401,0.5206805681311405,0.5207373271889401,0.520467997120066,0.7006078453581002,{'clf__C': 0.01},1,90
ReliefF,XGBoost,0.82642089093702,0.8326767751845795,0.82642089093702,0.8255313688868606,1.0,"{'subsample': 0.8, 'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.03, 'colsample_bytree': 0.7}",1,90
ReliefF,LightGBM,0.8279569892473119,0.833959779894916,0.8279569892473119,0.8271130810464054,1.0,"{'num_leaves': 63, 'n_estimators': 800, 'max_depth': -1, 'learning_rate': 0.05}",1,90
ReliefF,Soft Voting Ensemble,0.8463901689708141,0.8492945565322904,0.8463901689708141,0.846030411659172,1.0,"{'weights': (1, 1)}",1,90
LASSO,Random Forest,0.7471264367816092,0.7487056381981927,0.7471264367816092,0.7449352808815048,0.9999783113193225,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 10}",2,10
LASSO,SVM (RBF),0.5812807881773399,0.5859187721109166,0.5812807881773399,0.5816760396172409,0.9417984254017828,"{'pca__n_components': 0.9, 'clf__gamma': 'scale', 'clf__C': 10}",2,10
LASSO,Logistic Regression,0.4663382594417077,0.4718539219195387,0.4663382594417077,0.4660562223091947,0.5382046110135121,{'clf__C': 0.01},2,10
LASSO,XGBoost,0.7208538587848933,0.7203778782051592,0.7208538587848933,0.7203344916988096,1.0,"{'subsample': 0.8, 'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",2,10
LASSO,LightGBM,0.7339901477832512,0.7335924649200722,0.7339901477832512,0.7335924230792388,1.0,"{'num_leaves': 127, 'n_estimators': 500, 'max_depth': -1, 'learning_rate': 0.03}",2,10
LASSO,Soft Voting Ensemble,0.7307060755336617,0.7334492021388572,0.7307060755336617,0.7273874066175589,1.0,"{'weights': (1, 1)}",2,10
LASSO,Random Forest,0.7823240589198036,0.7934797644025632,0.7823240589198036,0.7778828119110167,1.0,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10}",2,30
LASSO,SVM (RBF),0.5286415711947627,0.5277845455707303,0.5286415711947627,0.5281228124578385,0.949918163414739,"{'pca__n_components': 0.85, 'clf__gamma': 'scale', 'clf__C': 1}",2,30
LASSO,Logistic Regression,0.4713584288052373,0.4762460264950079,0.4713584288052373,0.47123098285070664,0.6033832967222293,{'clf__C': 10},2,30
LASSO,XGBoost,0.7463175122749591,0.7462529213447703,0.7463175122749591,0.745394093591223,1.0,"{'subsample': 0.8, 'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",2,30
LASSO,LightGBM,0.7446808510638298,0.7451003895714714,0.7446808510638298,0.7433026212710496,1.0,"{'num_leaves': 63, 'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.1}",2,30
LASSO,Stacking Ensemble,0.7512274959083469,0.7527053342240214,0.7512274959083469,0.7493000986062966,1.0,"{'final_estimator__n_estimators': 300, 'final_estimator__max_depth': 4, 'final_estimator__learning_rate': 0.1}",2,30
LASSO,Soft Voting Ensemble,0.6873977086743044,0.6911146329361406,0.6873977086743044,0.6816323273371241,1.0,"{'weights': (1, 2)}",2,30
LASSO,Random Forest,0.782051282051282,0.7916942599051662,0.782051282051282,0.7787875899460727,1.0,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 10}",2,50
LASSO,SVM (RBF),0.4375,0.4401245800671892,0.4375,0.4365243183237356,0.3603311401476539,"{'pca__n_components': 0.95, 'clf__gamma': 0.0001, 'clf__C': 50}",2,50
LASSO,Logistic Regression,0.44551282051282054,0.44787402390495173,0.44551282051282054,0.4452051993314129,0.6520557254502208,{'clf__C': 0.01},2,50
LASSO,XGBoost,0.7660256410256411,0.7674328590554632,0.7660256410256411,0.7649339353566678,1.0,"{'subsample': 0.7, 'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.7}",2,50
LASSO,LightGBM,0.7516025641025641,0.7531917735042735,0.7516025641025641,0.7502626344457838,1.0,"{'num_leaves': 127, 'n_estimators': 300, 'max_depth': 10, 'learning_rate': 0.05}",2,50
LASSO,Stacking Ensemble,0.7419871794871795,0.7504630914036702,0.7419871794871795,0.7377983403184468,0.9985378762137174,"{'final_estimator__n_estimators': 200, 'final_estimator__max_depth': 2, 'final_estimator__learning_rate': 0.03}",2,50
LASSO,Soft Voting Ensemble,0.7035256410256411,0.70522183319398,0.7035256410256411,0.701280108198877,1.0,"{'weights': (1, 2)}",2,50
LASSO,Random Forest,0.7939297124600639,0.8024366591965253,0.7939297124600639,0.7913340854029889,1.0,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20}",2,70
LASSO,SVM (RBF),0.4584664536741214,0.4571993927580955,0.4584664536741214,0.4575709025010483,0.2670369120309288,"{'pca__n_components': 0.9, 'clf__gamma': 0.001, 'clf__C': 10}",2,70
LASSO,Logistic Regression,0.4440894568690096,0.4462202344228923,0.4440894568690096,0.4436808368256681,0.6583923987194829,{'clf__C': 10},2,70
LASSO,XGBoost,0.7859424920127795,0.7899341061261583,0.7859424920127795,0.7843162178420754,1.0,"{'subsample': 0.8, 'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",2,70
LASSO,LightGBM,0.7843450479233227,0.7851833257264568,0.7843450479233227,0.7836952161622643,1.0,"{'num_leaves': 63, 'n_estimators': 800, 'max_depth': 10, 'learning_rate': 0.1}",2,70
LASSO,Soft Voting Ensemble,0.7699680511182109,0.7714920879334309,0.7699680511182109,0.7689378240182647,1.0,"{'weights': (1, 1)}",2,70
LASSO,Random Forest,0.8096723868954758,0.8187991640134364,0.8096723868954758,0.8078615282895567,1.0,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20}",2,90
LASSO,SVM (RBF),0.5382215288611545,0.5378137311156371,0.5382215288611545,0.5375929369727482,0.9537534817585072,"{'pca__n_components': 0.9, 'clf__gamma': 0.001, 'clf__C': 50}",2,90
LASSO,Logistic Regression,0.4711388455538221,0.47171890387467996,0.4711388455538221,0.47092257243477664,0.6861450359375912,{'clf__C': 10},2,90
LASSO,XGBoost,0.7893915756630265,0.7917176876190076,0.7893915756630265,0.7886891098282673,1.0,"{'subsample': 1.0, 'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.03, 'colsample_bytree': 1.0}",2,90
LASSO,LightGBM,0.7940717628705148,0.7959734010359135,0.7940717628705148,0.7934940365356551,1.0,"{'num_leaves': 31, 'n_estimators': 800, 'max_depth': 5, 'learning_rate': 0.03}",2,90
LASSO,Stacking Ensemble,0.7956318252730109,0.8026850605076169,0.7956318252730109,0.7939919965617535,0.9999415648921872,"{'final_estimator__n_estimators': 300, 'final_estimator__max_depth': 4, 'final_estimator__learning_rate': 0.1}",2,90
LASSO,Soft Voting Ensemble,0.7628705148205929,0.7644752909194473,0.7628705148205929,0.7622052541925723,1.0,"{'weights': (1, 2)}",2,90
RF_importance,Random Forest,0.7984496124031008,0.8042629546363093,0.7984496124031008,0.7972149332732698,1.0,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20}",2,10
RF_importance,SVM (RBF),0.5674418604651162,0.5687677655704992,0.5674418604651162,0.5629492529714974,0.7109418575577482,"{'pca__n_components': 0.9, 'clf__gamma': 0.01, 'clf__C': 10}",2,10
RF_importance,Logistic Regression,0.5364341085271318,0.5361451886648055,0.5364341085271318,0.5353476495466611,0.5889735156655703,{'clf__C': 0.1},2,10
RF_importance,XGBoost,0.8077519379844961,0.8080790716506127,0.8077519379844961,0.8076353634493169,1.0,"{'subsample': 1.0, 'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",2,10
RF_importance,LightGBM,0.8124031007751938,0.8125187768684184,0.8124031007751938,0.8124121196617672,1.0,"{'num_leaves': 127, 'n_estimators': 800, 'max_depth': -1, 'learning_rate': 0.1}",2,10
RF_importance,Soft Voting Ensemble,0.7751937984496124,0.7752061724491262,0.7751937984496124,0.7751981220511337,0.9996922662666128,"{'weights': (1, 1)}",2,10
RF_importance,Random Forest,0.8231511254019293,0.835800827708789,0.8231511254019293,0.8202741024994579,1.0,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20}",2,30
RF_importance,SVM (RBF),0.657556270096463,0.6570617459238709,0.657556270096463,0.656692771127535,0.9963924739542839,"{'pca__n_components': 0.9, 'clf__gamma': 0.1, 'clf__C': 50}",2,30
RF_importance,Logistic Regression,0.4983922829581994,0.49789130912641405,0.4983922829581994,0.498095566064557,0.6274814699631991,{'clf__C': 10},2,30
RF_importance,XGBoost,0.8006430868167203,0.8024916937593456,0.8006430868167203,0.7996750316305232,1.0,"{'subsample': 0.7, 'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",2,30
RF_importance,LightGBM,0.7942122186495176,0.7962871624397849,0.7942122186495176,0.793111208753163,1.0,"{'num_leaves': 63, 'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.1}",2,30
RF_importance,Stacking Ensemble,0.7990353697749196,0.8208478830610695,0.7990353697749196,0.7936800106527759,0.965458974757684,"{'final_estimator__n_estimators': 100, 'final_estimator__max_depth': 2, 'final_estimator__learning_rate': 0.03}",2,30
RF_importance,Soft Voting Ensemble,0.8006430868167203,0.8053863536329716,0.8006430868167203,0.7988938463975086,1.0,"{'weights': (2, 1)}",2,30
RF_importance,Random Forest,0.7996742671009772,0.8169805742789262,0.7996742671009772,0.7947067478192477,1.0,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20}",2,50
RF_importance,SVM (RBF),0.6107491856677525,0.6118008787122993,0.6107491856677525,0.6110792916341015,0.9916354995791111,"{'pca__n_components': 0.9, 'clf__gamma': 0.01, 'clf__C': 10}",2,50
RF_importance,Logistic Regression,0.5325732899022801,0.5362294755035565,0.5325732899022801,0.5328597375196709,0.6657716118445587,{'clf__C': 10},2,50
RF_importance,XGBoost,0.8143322475570033,0.8204240797023429,0.8143322475570033,0.8122083305942808,1.0,"{'subsample': 1.0, 'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",2,50
RF_importance,LightGBM,0.8110749185667753,0.8159109969078625,0.8110749185667753,0.8091874041023291,1.0,"{'num_leaves': 127, 'n_estimators': 500, 'max_depth': -1, 'learning_rate': 0.03}",2,50
RF_importance,Stacking Ensemble,0.7980456026058632,0.8024746999951693,0.7980456026058632,0.796027914730076,1.0,"{'final_estimator__n_estimators': 300, 'final_estimator__max_depth': 4, 'final_estimator__learning_rate': 0.1}",2,50
RF_importance,Soft Voting Ensemble,0.7850162866449512,0.7937594502085178,0.7850162866449512,0.7815015282276108,0.9995950942471418,"{'weights': (1, 2)}",2,50
RF_importance,Random Forest,0.7864238410596026,0.8003524704583821,0.7864238410596026,0.7809397929505056,1.0,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20}",2,70
RF_importance,SVM (RBF),0.5,0.5027418594193839,0.5,0.5008243660624979,0.7026021484008433,"{'pca__n_components': 0.95, 'clf__gamma': 0.0001, 'clf__C': 50}",2,70
RF_importance,Logistic Regression,0.4718543046357616,0.47654837961186053,0.4718543046357616,0.4726148184445671,0.7028229501319291,{'clf__C': 10},2,70
RF_importance,XGBoost,0.7947019867549668,0.8052518290583935,0.7947019867549668,0.790444541741506,1.0,"{'subsample': 0.8, 'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.03, 'colsample_bytree': 0.7}",2,70
RF_importance,LightGBM,0.7897350993377483,0.7954184027632425,0.7897350993377483,0.7866808729138485,1.0,"{'num_leaves': 127, 'n_estimators': 500, 'max_depth': -1, 'learning_rate': 0.03}",2,70
RF_importance,Stacking Ensemble,0.7632450331125827,0.7687964003322347,0.7632450331125827,0.7593804352743821,0.9999447995672286,"{'final_estimator__n_estimators': 300, 'final_estimator__max_depth': 2, 'final_estimator__learning_rate': 0.03}",2,70
RF_importance,Soft Voting Ensemble,0.804635761589404,0.818639677608941,0.804635761589404,0.7999525861560649,1.0,"{'weights': (2, 1)}",2,70
RF_importance,Random Forest,0.8196457326892109,0.8369906371532742,0.8196457326892109,0.8158293895055864,1.0,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20}",2,90
RF_importance,SVM (RBF),0.6360708534621579,0.6353928514017343,0.6360708534621579,0.6346100325735534,0.975061890199505,"{'pca__n_components': 0.85, 'clf__gamma': 'scale', 'clf__C': 1}",2,90
RF_importance,Logistic Regression,0.5426731078904992,0.5460778410128477,0.5426731078904992,0.5425450290372198,0.734891510120868,{'clf__C': 10},2,90
RF_importance,XGBoost,0.8276972624798712,0.8323618987607645,0.8276972624798712,0.8263221582339882,1.0,"{'subsample': 0.7, 'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",2,90
RF_importance,LightGBM,0.8148148148148148,0.8170219946989918,0.8148148148148148,0.8138518683539586,1.0,"{'num_leaves': 63, 'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.1}",2,90
RF_importance,Soft Voting Ensemble,0.8309178743961353,0.8362145620416883,0.8309178743961353,0.8294632513419623,1.0,"{'weights': (1, 1)}",2,90
Boruta,Random Forest,0.7562408223201175,0.7574680092301238,0.7562408223201175,0.7563259866290895,1.0,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20}",2,10
Boruta,SVM (RBF),0.49045521292217326,0.48374205206979665,0.49045521292217326,0.4782919361716132,0.4512776654745245,"{'pca__n_components': 0.85, 'clf__gamma': 0.0001, 'clf__C': 50}",2,10
Boruta,Logistic Regression,0.4831130690161527,0.48183875450310437,0.4831130690161527,0.4820603735124504,0.5551236199657907,{'clf__C': 0.01},2,10
Boruta,XGBoost,0.7606461086637298,0.7608417842633931,0.7606461086637298,0.7607029405980735,1.0,"{'subsample': 0.8, 'n_estimators': 800, 'max_depth': 7, 'learning_rate': 0.03, 'colsample_bytree': 0.7}",2,10
Boruta,LightGBM,0.7562408223201175,0.7561927969570399,0.7562408223201175,0.7562102813361343,1.0,"{'num_leaves': 127, 'n_estimators': 800, 'max_depth': -1, 'learning_rate': 0.1}",2,10
Boruta,Stacking Ensemble,0.748898678414097,0.7588643193196319,0.748898678414097,0.7477729142287355,0.999360735327148,"{'final_estimator__n_estimators': 200, 'final_estimator__max_depth': 2, 'final_estimator__learning_rate': 0.05}",2,10
Boruta,Soft Voting Ensemble,0.7562408223201175,0.7561777013131257,0.7562408223201175,0.7560457694304881,0.9999827225764094,"{'weights': (1, 1)}",2,10
Boruta,Random Forest,0.7915966386554621,0.8000551204381574,0.7915966386554621,0.787218416778476,1.0,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20}",2,30
Boruta,SVM (RBF),0.5932773109243697,0.5909223855015651,0.5932773109243697,0.5914295495301151,0.9975124378109453,"{'pca__n_components': 0.85, 'clf__gamma': 0.1, 'clf__C': 1}",2,30
Boruta,Logistic Regression,0.48067226890756304,0.4874122260758469,0.48067226890756304,0.4817558504228718,0.6179652197726961,{'clf__C': 1},2,30
Boruta,XGBoost,0.7445378151260504,0.7439852648026855,0.7445378151260504,0.743227654610298,1.0,"{'subsample': 1.0, 'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",2,30
Boruta,LightGBM,0.7495798319327731,0.7489481667432939,0.7495798319327731,0.7487823360668987,1.0,"{'num_leaves': 63, 'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.1}",2,30
Boruta,Stacking Ensemble,0.7563025210084033,0.7594978679317836,0.7563025210084033,0.7525355993706482,0.9999429458213519,"{'final_estimator__n_estimators': 300, 'final_estimator__max_depth': 2, 'final_estimator__learning_rate': 0.05}",2,30
Boruta,Soft Voting Ensemble,0.7798319327731092,0.785845118963447,0.7798319327731092,0.7757840254646029,1.0,"{'weights': (1, 1)}",2,30
Boruta,Random Forest,0.8123209169054442,0.8170943763783871,0.8123209169054442,0.8124206980480402,1.0,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20}",2,50
Boruta,SVM (RBF),0.6174785100286533,0.6162348734142344,0.6174785100286533,0.6156317466436565,0.9809548538127385,"{'pca__n_components': 0.85, 'clf__gamma': 'scale', 'clf__C': 1}",2,50
Boruta,Logistic Regression,0.5372492836676218,0.536516021090191,0.5372492836676218,0.5367935975195598,0.6583578558652127,{'clf__C': 10},2,50
Boruta,XGBoost,0.8108882521489972,0.813846649277573,0.8108882521489972,0.8110622380017727,1.0,"{'subsample': 0.8, 'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.03, 'colsample_bytree': 0.7}",2,50
